campaign_id;campaign_name;installs;spend;revenue_t3;revenue_t4;total_revenue;profit;roas;profit_status;roas_benchmark;Столбец1
464541057;mock_campaign_d8ff83e7;596;120.90691812200016;95.192786424200008;44.8950334844;140.0878199086;19.180901786599847;1.1586418881940694;profitable;below the minimum acceptable level;
369804654;mock_campaign_92e554bf;447;16.667882063100002;33.912237120000007;;33.912237120000007;17.244355056900005;2.0345858574963294;profitable;below the minimum acceptable level;
742036733;mock_campaign_e0586969;154;56.58943306791187;71.599079430899991;;71.599079430899991;15.009646362988121;1.2652376167998598;profitable;below the minimum acceptable level;
585166272;mock_campaign_60587c25;492;79.520489545140776;94.346291339300024;;94.346291339300024;14.825801794159247;1.1864400216719391;profitable;below the minimum acceptable level;
502057685;mock_campaign_befecb98;2397;79.810015045000256;55.319414509900049;38.204261;93.523675509900045;13.713660464899789;1.1718288169369151;profitable;below the minimum acceptable level;
611892113;mock_campaign_9bfd19ea;2196;58.408054047699324;45.424360590700005;21.318996758;66.7433573487;8.3353033010006783;1.1427081151204523;profitable;below the minimum acceptable level;
654635500;mock_campaign_67ff1f36;2593;66.456833507399764;31.956423545600018;38.204261;70.16068454560002;3.7038510382002556;1.0557331856292527;profitable;below the minimum acceptable level;
972671114;mock_campaign_9911559c;135;6.9543887625000016;8.0092093022999968;;8.0092093022999968;1.0548205397999952;1.1516769590863083;profitable;below the minimum acceptable level;
434877610;mock_campaign_0dfbbe6f;594;18.752500093099982;19.199024607899997;;19.199024607899997;0.44652451480001432;1.0238114658089943;profitable;below the minimum acceptable level;
848321939;mock_campaign_c41abc99;3;0.041886021200000012;0.055263055900000004;;0.055263055900000004;0.013377034699999991;1.3193675196821986;profitable;below the minimum acceptable level;
158774250;mock_campaign_09b16686;;0;;;0;0;;not enough data to calculate;not enough data to calculate;
989105150;mock_campaign_58ab9c06;14;0.2501338211;0.2440690488;;0.2440690488;-0.0060647722999999931;0.97575388936478369;unprofitable;below the minimum acceptable level;
516932962;mock_campaign_60e17b09;;0.0218242477;;;0;-0.0218242477;0;unprofitable;below the minimum acceptable level;
660741874;mock_campaign_7e7497dd;103;4.8277366179;4.603827465700002;;4.603827465700002;-0.2239091521999983;0.95362026350613227;unprofitable;below the minimum acceptable level;
258346999;mock_campaign_8ba2a925;19;2.2251847050000007;1.3128571358999999;;1.3128571358999999;-0.91232756910000079;0.58999917307988126;unprofitable;below the minimum acceptable level;
369626124;mock_campaign_617ec63b;230;12.131839807500002;10.930226333099995;0;10.930226333099995;-1.2016134744000073;0.90095373055806749;unprofitable;below the minimum acceptable level;
161332031;mock_campaign_12520749;7906;69.452779263394532;22.189247530100012;45.670410554;67.8596580841;-1.5931211792945277;0.9770618080919018;unprofitable;below the minimum acceptable level;
590094865;mock_campaign_23f341fc;382;6.4325841087000013;4.660614106;;4.660614106;-1.7719700027000016;0.72453216735970372;unprofitable;below the minimum acceptable level;
624225880;mock_campaign_ae3dba5e;17;7.7417468523999986;3.2212268526;;3.2212268526;-4.5205199997999985;0.41608527300287479;unprofitable;below the minimum acceptable level;
180761354;mock_campaign_07fb7039;906;17.545431474700017;11.623643224500002;;11.623643224500002;-5.9217882502000148;0.6624883087806045;unprofitable;below the minimum acceptable level;
834117318;mock_campaign_ae804aae;591;14.015329098900002;6.409258419;;6.409258419;-7.606070679900002;0.45730345493656893;unprofitable;below the minimum acceptable level;
280939212;mock_campaign_45884f7b;175;27.348648219500031;14.9947979159;;14.9947979159;-12.353850303600032;0.54828296431881651;unprofitable;below the minimum acceptable level;
542533692;mock_campaign_796ef0d2;7620;64.680064225794879;21.960489485399986;22.9280700392;44.888559524599984;-19.791504701194896;0.69400919838137853;unprofitable;below the minimum acceptable level;
571438578;mock_campaign_756e1c81;4122;34.234941683798539;10.932039092800016;;10.932039092800016;-23.302902590998521;0.319324016782933;unprofitable;below the minimum acceptable level;
525989111;mock_campaign_c82cc8f4;1981;51.7542485062986;24.6095174011;;24.6095174011;-27.144731105198602;0.47550719238257261;unprofitable;below the minimum acceptable level;
514288304;mock_campaign_c95b5395;2682;92.659501635999845;50.673364902600042;;50.673364902600042;-41.9861367333998;0.546877157851155;unprofitable;below the minimum acceptable level;
109075442;mock_campaign_df87094f;;;15.885963578199997;1524.195872;1540.0818355782;;;not enough data to calculate;not enough data to calculate;
491097897;mock_campaign_d7a6e79d;;;0.023332752399999997;;0.023332752399999997;;;not enough data to calculate;not enough data to calculate;
292908581;mock_campaign_f42ebe24;;;0.6060617467;;0.6060617467;;;not enough data to calculate;not enough data to calculate;
938117082;mock_campaign_048d3b97;;;0.092531000400000021;;0.092531000400000021;;;not enough data to calculate;not enough data to calculate;
953724624;mock_campaign_6aedfff8;;;0.29904802499999994;;0.29904802499999994;;;not enough data to calculate;not enough data to calculate;
532599141;mock_campaign_759b1811;;;0.3048531873;;0.3048531873;;;not enough data to calculate;not enough data to calculate;
126099795;mock_campaign_47fdd201;;;0.0066306495;;0.0066306495;;;not enough data to calculate;not enough data to calculate;
429833705;mock_campaign_a544a26e;;;3.2180599371999996;237.95312751230006;241.17118744950005;;;not enough data to calculate;not enough data to calculate;
672267645;mock_campaign_caa37664;;;0.0001235683;;0.0001235683;;;not enough data to calculate;not enough data to calculate;
872282435;mock_campaign_5dd2fda4;;;;;0;;;not enough data to calculate;not enough data to calculate;
957172571;mock_campaign_458d9417;;;2.80258e-05;;2.80258e-05;;;not enough data to calculate;not enough data to calculate;
555249599;mock_campaign_e731112f;;;0.0198078711;;0.0198078711;;;not enough data to calculate;not enough data to calculate;
615544794;mock_campaign_8c2380d2;;;0.061898801;;0.061898801;;;not enough data to calculate;not enough data to calculate;
622845378;mock_campaign_1700d8b1;;;0.2951040306;;0.2951040306;;;not enough data to calculate;not enough data to calculate;
614391176;mock_campaign_c7abcb25;;;0.33221655929999994;;0.33221655929999994;;;not enough data to calculate;not enough data to calculate;
442262115;mock_campaign_1941c5ac;1;;0.13237222290000003;;0.13237222290000003;;;not enough data to calculate;not enough data to calculate;
914138760;mock_campaign_0365d47f;;;0.2041985266;;0.2041985266;;;not enough data to calculate;not enough data to calculate;
752330309;mock_campaign_b67b22e1;;;0.1906506001;;0.1906506001;;;not enough data to calculate;not enough data to calculate;
558817371;mock_campaign_b669eb6d;;;1.2739e-06;;1.2739e-06;;;not enough data to calculate;not enough data to calculate;
125556395;mock_campaign_51a5d0a0;;;7.6434e-06;;7.6434e-06;;;not enough data to calculate;not enough data to calculate;
480708309;mock_campaign_4bf50c0c;;;;;0;;;not enough data to calculate;not enough data to calculate;
471019676;mock_campaign_bf7e489c;;;0.0144192741;;0.0144192741;;;not enough data to calculate;not enough data to calculate;
204426830;mock_campaign_3ca54bb1;;;0.0137402854;;0.0137402854;;;not enough data to calculate;not enough data to calculate;
170783281;mock_campaign_79db2905;;;0.039092169300000187;;0.039092169300000187;;;not enough data to calculate;not enough data to calculate;
668699069;mock_campaign_631a1654;;;0.0026140428000000003;;0.0026140428000000003;;;not enough data to calculate;not enough data to calculate;
300652860;mock_campaign_a0dc7a81;;;0.0021860124;-39.887159334;-39.8849733216;;;not enough data to calculate;not enough data to calculate;
375451353;mock_campaign_055f8111;;;0.7739910664;;0.7739910664;;;not enough data to calculate;not enough data to calculate;
737469531;mock_campaign_e1939e16;;;;;0;;;not enough data to calculate;not enough data to calculate;
878110867;mock_campaign_95d22b0c;2;;;;0;;;not enough data to calculate;not enough data to calculate;
843921934;mock_campaign_8c6e455c;;;0.031504820899999994;;0.031504820899999994;;;not enough data to calculate;not enough data to calculate;
261157412;mock_campaign_ca357750;;;0.022153120999999998;;0.022153120999999998;;;not enough data to calculate;not enough data to calculate;
152806841;mock_campaign_2dd27461;;;0.00064968900000000006;;0.00064968900000000006;;;not enough data to calculate;not enough data to calculate;
126634786;mock_campaign_fb57024c;2;;17.777103797400006;217.747727;235.5248307974;;;not enough data to calculate;not enough data to calculate;
240191289;mock_campaign_149c320f;;;0.0421074906;;0.0421074906;;;not enough data to calculate;not enough data to calculate;
612287821;mock_campaign_6b5afb99;55;;2.4525721532999989;101.2917648419;103.7443369952;;;not enough data to calculate;not enough data to calculate;
976430758;mock_campaign_989b490b;;;0.0098612599;;0.0098612599;;;not enough data to calculate;not enough data to calculate;
295094164;mock_campaign_15f5ae79;;;0.2450321172;;0.2450321172;;;not enough data to calculate;not enough data to calculate;
778527564;mock_campaign_fd1439b8;;;0.013183591100000003;;0.013183591100000003;;;not enough data to calculate;not enough data to calculate;
969393970;mock_campaign_d64553bd;;;0.0088001012;;0.0088001012;;;not enough data to calculate;not enough data to calculate;
255029009;mock_campaign_ffe3d408;;;0.0009592467;;0.0009592467;;;not enough data to calculate;not enough data to calculate;
444817371;mock_campaign_3016a669;;;0.0036509974;;0.0036509974;;;not enough data to calculate;not enough data to calculate;
260632737;mock_campaign_a999e2ed;;;0.022898352500000003;;0.022898352500000003;;;not enough data to calculate;not enough data to calculate;
513499437;mock_campaign_c9d56aa3;;;0.0413444245;;0.0413444245;;;not enough data to calculate;not enough data to calculate;
839748211;mock_campaign_708ecf59;;;0.20509407829999998;24.3592380898;24.5643321681;;;not enough data to calculate;not enough data to calculate;
373680283;mock_campaign_541ebe5c;;;0.046471872000000004;;0.046471872000000004;;;not enough data to calculate;not enough data to calculate;
448176306;mock_campaign_d1c03fd5;;;7.633961674900001;1025.2668401146002;1032.9008017895003;;;not enough data to calculate;not enough data to calculate;
822177103;mock_campaign_96cf8fb0;;;0.2597851531;;0.2597851531;;;not enough data to calculate;not enough data to calculate;
117758408;mock_campaign_9cb1c00c;;;0.020348004700000002;;0.020348004700000002;;;not enough data to calculate;not enough data to calculate;
791756498;mock_campaign_e4c6a03b;1;;;;0;;;not enough data to calculate;not enough data to calculate;
189207818;mock_campaign_9eb39c3f;;;0.0158294814;;0.0158294814;;;not enough data to calculate;not enough data to calculate;
889798464;mock_campaign_2254e49d;;;0.6133611937;0;0.6133611937;;;not enough data to calculate;not enough data to calculate;
752644188;mock_campaign_4245cf49;;;;;0;;;not enough data to calculate;not enough data to calculate;
206117838;mock_campaign_451e8488;;;6.3695000000000006e-06;;6.3695000000000006e-06;;;not enough data to calculate;not enough data to calculate;
128040379;mock_campaign_a3dbd347;;;0.039971160299999996;;0.039971160299999996;;;not enough data to calculate;not enough data to calculate;
303460318;mock_campaign_483107f1;;;0.2495608317;;0.2495608317;;;not enough data to calculate;not enough data to calculate;
458610769;mock_campaign_e6a4a79e;;;8.9270020224000017;252.13028800000004;261.0572900224;;;not enough data to calculate;not enough data to calculate;
417871389;mock_campaign_46e33ad3;;;0.0127593824;;0.0127593824;;;not enough data to calculate;not enough data to calculate;
586123444;mock_campaign_e23241e2;;;0.013423084300000002;;0.013423084300000002;;;not enough data to calculate;not enough data to calculate;
544153460;mock_campaign_21ff68ff;;;1.7213688401000002;186.9697641403;188.6911329804;;;not enough data to calculate;not enough data to calculate;
303834193;mock_campaign_a82360d0;;;0.43552984930000005;;0.43552984930000005;;;not enough data to calculate;not enough data to calculate;
149100913;mock_campaign_4d69402b;;;0.086302903300000011;;0.086302903300000011;;;not enough data to calculate;not enough data to calculate;
833789410;mock_campaign_970b80f7;;;73.238430767300116;3746.1257946008991;3819.3642253681992;;;not enough data to calculate;not enough data to calculate;
393301962;mock_campaign_6b57da8c;;;0.0161390391;;0.0161390391;;;not enough data to calculate;not enough data to calculate;
800297891;mock_campaign_5acba08b;;;8.40774e-05;;8.40774e-05;;;not enough data to calculate;not enough data to calculate;
290285732;mock_campaign_9b51e95a;;;0.0002025501;;0.0002025501;;;not enough data to calculate;not enough data to calculate;
941990559;mock_campaign_7be9c95b;;;0.0056714027999999984;-44.158469600000004;-44.152798197200006;;;not enough data to calculate;not enough data to calculate;
728115589;mock_campaign_337b8797;;;0.0566770849;;0.0566770849;;;not enough data to calculate;not enough data to calculate;
404887833;mock_campaign_859c6e7e;;;0.0010942801000000005;71.220746417700013;71.221840697800019;;;not enough data to calculate;not enough data to calculate;
845844165;mock_campaign_bf176b95;;;;;0;;;not enough data to calculate;not enough data to calculate;
695815022;mock_campaign_78e4321f;1;;;;0;;;not enough data to calculate;not enough data to calculate;
906353123;mock_campaign_27d7bb3b;;;;;0;;;not enough data to calculate;not enough data to calculate;
489467143;mock_campaign_7822c4d6;;;0.0043427251;;0.0043427251;;;not enough data to calculate;not enough data to calculate;
876522969;mock_campaign_db4f67c3;;;0.0558554194;;0.0558554194;;;not enough data to calculate;not enough data to calculate;
586754697;mock_campaign_b39f3cef;;;;;0;;;not enough data to calculate;not enough data to calculate;
862006792;mock_campaign_67a7920a;;;8.2803500000000008e-05;;8.2803500000000008e-05;;;not enough data to calculate;not enough data to calculate;
401002100;mock_campaign_d1e62852;;;0.032368525100000003;;0.032368525100000003;;;not enough data to calculate;not enough data to calculate;
562523633;mock_campaign_13ddbb14;;;0.052845193700000008;;0.052845193700000008;;;not enough data to calculate;not enough data to calculate;
693949602;mock_campaign_cc915a95;;;0.0406667097;;0.0406667097;;;not enough data to calculate;not enough data to calculate;
240042679;mock_campaign_decd286e;;;0.84207210410000011;;0.84207210410000011;;;not enough data to calculate;not enough data to calculate;
126471238;mock_campaign_5e866e66;;;0.0024178622;;0.0024178622;;;not enough data to calculate;not enough data to calculate;
821866242;mock_campaign_e6535e2b;;;0.81828584329999932;;0.81828584329999932;;;not enough data to calculate;not enough data to calculate;
996181911;mock_campaign_25502999;;;0.034658997299999994;;0.034658997299999994;;;not enough data to calculate;not enough data to calculate;
414724209;mock_campaign_5dcabbd9;;;65.688238208599984;2349.45377;2415.1420082086;;;not enough data to calculate;not enough data to calculate;
969280161;mock_campaign_34262d9c;;;0.21163555480000001;;0.21163555480000001;;;not enough data to calculate;not enough data to calculate;
232146533;mock_campaign_a35fcde2;;;0.1339696935;67.2464956188;67.3804653123;;;not enough data to calculate;not enough data to calculate;
324659865;mock_campaign_cb530cbb;;;0.14496472439999997;;0.14496472439999997;;;not enough data to calculate;not enough data to calculate;
677295492;mock_campaign_269bb15e;;;0.0040076894000000019;;0.0040076894000000019;;;not enough data to calculate;not enough data to calculate;
807898159;mock_campaign_ce3403c4;;;12.9564967687;743.6136469999999;756.5701437687;;;not enough data to calculate;not enough data to calculate;
513913086;mock_campaign_2472b5d9;1;;0.061367584700000005;11.039529500899999;11.100897085599998;;;not enough data to calculate;not enough data to calculate;
132608256;mock_campaign_9772a6c4;2;;0.43723432749999996;;0.43723432749999996;;;not enough data to calculate;not enough data to calculate;
770142071;mock_campaign_13d78e8d;;;0.0560159308;;0.0560159308;;;not enough data to calculate;not enough data to calculate;
968884154;mock_campaign_90337527;;;0.9799679574;90.5952609418;91.575228899200013;;;not enough data to calculate;not enough data to calculate;
913642206;mock_campaign_6fdcae3c;;;0.0469202848;88.1364568697;88.1833771545;;;not enough data to calculate;not enough data to calculate;
750609416;mock_campaign_09bed4a1;;;0.074786847300000014;;0.074786847300000014;;;not enough data to calculate;not enough data to calculate;
814867945;mock_campaign_0c4816a3;;;;;0;;;not enough data to calculate;not enough data to calculate;
807692205;mock_campaign_e4bf86e4;;;0.0191683733;;0.0191683733;;;not enough data to calculate;not enough data to calculate;
574617314;mock_campaign_a3bfa925;;;1.6267919563000002;102.57405219949999;104.20084415579998;;;not enough data to calculate;not enough data to calculate;
130583643;mock_campaign_4d36fd16;;;0.0149670511;;0.0149670511;;;not enough data to calculate;not enough data to calculate;
827748605;mock_campaign_cdc62e82;;;0.086583161299999989;;0.086583161299999989;;;not enough data to calculate;not enough data to calculate;
866857087;mock_campaign_1be3ce39;;;0.0067096313;;0.0067096313;;;not enough data to calculate;not enough data to calculate;
